   1.1660254e+01   4.3613063e+01
   1.1860254e+01   4.5921182e+01
   1.2060254e+01   4.7889137e+01
   1.2260254e+01   5.0765540e+01
   1.2460254e+01   4.9498346e+01
   1.2660254e+01   4.8590753e+01
   1.2860254e+01   5.1501034e+01
   1.3060254e+01   5.3349778e+01
   1.3260254e+01   5.0682075e+01
   1.3460254e+01   4.8014760e+01
   1.3660254e+01   4.7741306e+01
   1.3860254e+01   4.5360821e+01
   1.4060254e+01   4.2551152e+01
   1.4260254e+01   4.0882578e+01
   1.4460254e+01   3.5518295e+01
   1.4660254e+01   3.0004873e+01
   1.4860254e+01   2.6303902e+01
   1.5060254e+01   2.4899034e+01
   1.5260254e+01   2.4196714e+01
   1.5460254e+01   2.2792211e+01
   1.5660254e+01   2.0346660e+01
   1.5860254e+01   1.9447889e+01
   1.6060254e+01   1.9443448e+01
   1.6260254e+01   2.0675164e+01
   1.6460254e+01   2.2880988e+01
   1.6660254e+01   2.5181447e+01
   1.6860254e+01   2.7217568e+01
   1.7060254e+01   2.7323772e+01
   1.7260254e+01   2.6409107e+01
   1.7460254e+01   2.5202232e+01
   1.7660254e+01   2.4941930e+01
   1.7860254e+01   2.4704404e+01
   1.8060254e+01   2.4972630e+01
   1.8260254e+01   2.5498282e+01
   1.8460254e+01   2.6380203e+01
   1.8660254e+01   2.7144083e+01
   1.8860254e+01   2.8002849e+01
   1.9060254e+01   2.8365521e+01
   1.9260254e+01   3.0484355e+01
   1.9460254e+01   3.4402337e+01
   1.9660254e+01   3.8637676e+01
   1.9860254e+01   4.0975484e+01
   2.0060254e+01   4.3852956e+01
   2.0260254e+01   4.3992836e+01
   2.0460254e+01   4.1792870e+01
   2.0660254e+01   4.1417561e+01
   2.0860254e+01   4.1285152e+01
   2.1060254e+01   4.0936677e+01
   2.1260254e+01   3.8577731e+01
   2.1460254e+01   3.5959087e+01
   2.1660254e+01   3.3188243e+01
   2.1860254e+01   3.0857905e+01
   2.2060254e+01   3.0108514e+01
   2.2260254e+01   3.0231941e+01
   2.2460254e+01   2.9505417e+01
   2.2660254e+01   2.8833636e+01
   2.2860254e+01   2.8561839e+01
   2.3060254e+01   2.8231611e+01
   2.3260254e+01   2.7293161e+01
   2.3460254e+01   2.7639981e+01
   2.3660254e+01   2.8654738e+01
   2.3860254e+01   2.8426508e+01
   2.4060254e+01   2.9574748e+01
   2.4260254e+01   3.0922040e+01
   2.4460254e+01   3.1908360e+01
   2.4660254e+01   3.2196363e+01
   2.4860254e+01   3.1972439e+01
   2.5060254e+01   3.0438759e+01
   2.5260254e+01   2.8651210e+01
   2.5460254e+01   2.7027221e+01
   2.5660254e+01   2.4979167e+01
   2.5860254e+01   2.2973944e+01
   2.6060254e+01   2.2009597e+01
   2.6260254e+01   2.1707587e+01
   2.6460254e+01   2.1841349e+01
   2.6660254e+01   2.2790878e+01
   2.6860254e+01   2.4757480e+01
   2.7060254e+01   2.7893344e+01
   2.7260254e+01   3.2208833e+01
   2.7460254e+01   3.7204217e+01
   2.7660254e+01   4.2381144e+01
   2.7860254e+01   4.8950743e+01
   2.8060254e+01   5.5857918e+01
   2.8260254e+01   6.2889998e+01
   2.8460254e+01   7.1053019e+01
   2.8660254e+01   7.8505629e+01
   2.8860254e+01   8.2694579e+01
   2.9060254e+01   8.5735680e+01
   2.9260254e+01   8.7715731e+01
   2.9460254e+01   8.7968458e+01
   2.9660254e+01   8.6307687e+01
   2.9860254e+01   8.4779023e+01
   3.0060254e+01   8.5859198e+01
   3.0260254e+01   8.6543131e+01
   3.0460254e+01   8.7920100e+01
   3.0660254e+01   8.5162467e+01
   3.0860254e+01   7.7212062e+01
   3.1060254e+01   6.6046986e+01
   3.1260254e+01   5.3398496e+01
   3.1460254e+01   4.1962977e+01
   3.1660254e+01   3.2676420e+01
   3.1860254e+01   2.5723597e+01
   3.2060254e+01   2.0329654e+01
   3.2260254e+01   1.7563190e+01
   3.2460254e+01   1.8014895e+01
   3.2660254e+01   2.2771005e+01
   3.2860254e+01   3.2488546e+01
   3.3060254e+01   4.8045773e+01
   3.3260254e+01   6.8242310e+01
   3.3460254e+01   9.1766626e+01
   3.3660254e+01   1.1495636e+02
   3.3860254e+01   1.3652626e+02
   3.4060254e+01   1.5311919e+02
   3.4260254e+01   1.6222215e+02
   3.4460254e+01   1.6704971e+02
   3.4660254e+01   1.6651391e+02
   3.4860254e+01   1.6157456e+02
   3.5060254e+01   1.5387681e+02
   3.5260254e+01   1.4166426e+02
   3.5460254e+01   1.2536286e+02
   3.5660254e+01   1.0765570e+02
   3.5860254e+01   9.1347665e+01
   3.6060254e+01   7.6791861e+01
   3.6260254e+01   6.3166974e+01
   3.6460254e+01   5.2539530e+01
   3.6660254e+01   4.4046968e+01
   3.6860254e+01   3.7442759e+01
   3.7060254e+01   3.3005370e+01
   3.7260254e+01   2.9981560e+01
   3.7460254e+01   2.7165206e+01
   3.7660254e+01   2.4749625e+01
   3.7860254e+01   2.2491120e+01
   3.8060254e+01   2.0377860e+01
   3.8260254e+01   1.9069037e+01
   3.8460254e+01   1.8940856e+01
   3.8660254e+01   1.9374656e+01
   3.8860254e+01   2.0131340e+01
   3.9060254e+01   2.1076450e+01
   3.9260254e+01   2.2377083e+01
   3.9460254e+01   2.4277224e+01
   3.9660254e+01   2.7703115e+01
   3.9860254e+01   3.1764692e+01
   4.0060254e+01   3.5369118e+01
   4.0260254e+01   3.8960114e+01
   4.0460254e+01   4.1094683e+01
   4.0660254e+01   4.2194741e+01
   4.0860254e+01   4.2729903e+01
   4.1060254e+01   4.2726141e+01
   4.1260254e+01   4.1994486e+01
   4.1460254e+01   4.1523362e+01
   4.1660254e+01   4.1433502e+01
   4.1860254e+01   4.1602661e+01
   4.2060254e+01   4.1891385e+01
   4.2260254e+01   4.2050992e+01
   4.2460254e+01   4.2358577e+01
   4.2660254e+01   4.3376898e+01
   4.2860254e+01   4.5686651e+01
   4.3060254e+01   4.8490882e+01
   4.3260254e+01   5.1606684e+01
   4.3460254e+01   5.4410218e+01
   4.3660254e+01   5.6222240e+01
   4.3860254e+01   5.7242177e+01
   4.4060254e+01   5.7084851e+01
   4.4260254e+01   5.5678499e+01
   4.4460254e+01   5.3178516e+01
   4.4660254e+01   4.9297905e+01
   4.4860254e+01   4.4905589e+01
   4.5060254e+01   4.0799962e+01
   4.5260254e+01   3.7082178e+01
   4.5460254e+01   3.3216195e+01
   4.5660254e+01   2.9507222e+01
   4.5860254e+01   2.5874473e+01
   4.6060254e+01   2.2548160e+01
   4.6260254e+01   2.0242924e+01
   4.6460254e+01   1.8853736e+01
   4.6660254e+01   1.8480858e+01
   4.6860254e+01   1.9189596e+01
   4.7060254e+01   2.0925858e+01
   4.7260254e+01   2.3725144e+01
   4.7460254e+01   2.7598007e+01
   4.7660254e+01   3.1673595e+01
   4.7860254e+01   3.5716299e+01
   4.8060254e+01   3.9807815e+01
   4.8260254e+01   4.3989635e+01
   4.8460254e+01   4.8015759e+01
   4.8660254e+01   5.1889126e+01
   4.8860254e+01   5.4633306e+01
   4.9060254e+01   5.5583881e+01
   4.9260254e+01   5.5187877e+01
   4.9460254e+01   5.3429980e+01
   4.9660254e+01   5.0380149e+01
   4.9860254e+01   4.6304886e+01
   5.0060254e+01   4.1764259e+01
   5.0260254e+01   3.7208595e+01
   5.0460254e+01   3.3232005e+01
   5.0660254e+01   3.0066253e+01
   5.0860254e+01   2.7897714e+01
