10,-180,0.151620
15,-180,0.148515
20,-180,0.124025
25,-180,0.102545
30,-180,0.012605
35,-180,0.007105
40,-180,0.043960
45,-180,0.153375
50,-180,0.158810
55,-180,0.201095
60,-180,0.159605
65,-180,0.154435
70,-180,0.198925
75,-180,0.172815
80,-180,0.178130
85,-180,0.243650
90,-180,0.305080
95,-180,0.305810
100,-180,0.315160
105,-180,0.291850
110,-180,0.254830
115,-180,0.244345
120,-180,0.126435
125,-180,0.077695
130,-180,0.073060
135,-180,0.179655
140,-180,0.226745
145,-180,0.199625
150,-180,0.118465
155,-180,0.168830
160,-180,0.201375
165,-180,0.205610
170,-180,0.210815
10,-175,0.113735
15,-175,0.078555
20,-175,0.107400
25,-175,0.029680
30,-175,0.003735
35,-175,0.009565
40,-175,0.092575
45,-175,0.129700
50,-175,0.178335
55,-175,0.155210
60,-175,0.224625
65,-175,0.237385
70,-175,0.215200
75,-175,0.198025
80,-175,0.216430
85,-175,0.251870
90,-175,0.270510
95,-175,0.271350
100,-175,0.311370
105,-175,0.339085
110,-175,0.354510
115,-175,0.333040
120,-175,0.313340
125,-175,0.133940
130,-175,0.278900
135,-175,0.141335
140,-175,0.164210
145,-175,0.169540
150,-175,0.167805
155,-175,0.182130
160,-175,0.200840
165,-175,0.222135
170,-175,0.224585
10,-170,0.074305
15,-170,0.113225
20,-170,0.075410
25,-170,0.001950
30,-170,0.001595
35,-170,0.053105
40,-170,0.126150
45,-170,0.139575
50,-170,0.145015
55,-170,0.216000
60,-170,0.264695
65,-170,0.242525
70,-170,0.208555
75,-170,0.214565
80,-170,0.225090
85,-170,0.255210
90,-170,0.283000
95,-170,0.303375
100,-170,0.320430
105,-170,0.304445
110,-170,0.293400
115,-170,0.329410
120,-170,0.378995
125,-170,0.360695
130,-170,0.299045
135,-170,0.242930
140,-170,0.251310
145,-170,0.184770
150,-170,0.176200
155,-170,0.194100
160,-170,0.216005
165,-170,0.234150
170,-170,0.228395
10,-165,0.104495
15,-165,0.105360
20,-165,0.016865
25,-165,0.001515
30,-165,0.013505
35,-165,0.052960
40,-165,0.172560
45,-165,0.142000
50,-165,0.201080
55,-165,0.265555
60,-165,0.241935
65,-165,0.215140
70,-165,0.233440
75,-165,0.250025
80,-165,0.256605
85,-165,0.258760
90,-165,0.278265
95,-165,0.278435
100,-165,0.279925
105,-165,0.269285
110,-165,0.268380
115,-165,0.278935
120,-165,0.280975
125,-165,0.307660
130,-165,0.295385
135,-165,0.250765
140,-165,0.276505
145,-165,0.250520
150,-165,0.207400
155,-165,0.216225
160,-165,0.232740
165,-165,0.239015
170,-165,0.239735
10,-160,0.103650
15,-160,0.103775
20,-160,0.002700
25,-160,0.005595
30,-160,0.048980
35,-160,0.183755
40,-160,0.208640
45,-160,0.190400
50,-160,0.218125
55,-160,0.282620
60,-160,0.267395
65,-160,0.252720
70,-160,0.227475
75,-160,0.238795
80,-160,0.240575
85,-160,0.265420
90,-160,0.271330
95,-160,0.269100
100,-160,0.249865
105,-160,0.241080
110,-160,0.242360
115,-160,0.251220
120,-160,0.258960
125,-160,0.260515
130,-160,0.282425
135,-160,0.318340
140,-160,0.286140
145,-160,0.259030
150,-160,0.228960
155,-160,0.227175
160,-160,0.244475
165,-160,0.250455
170,-160,0.264530
10,-155,0.111140
15,-155,0.067130
20,-155,0.005855
25,-155,0.023110
30,-155,0.059825
35,-155,0.220445
40,-155,0.219705
45,-155,0.259300
50,-155,0.307220
55,-155,0.334610
60,-155,0.251095
65,-155,0.259010
70,-155,0.284405
75,-155,0.289795
80,-155,0.260740
85,-155,0.208630
90,-155,0.201185
95,-155,0.196310
100,-155,0.188545
105,-155,0.183065
110,-155,0.166155
115,-155,0.168165
120,-155,0.174405
125,-155,0.191040
130,-155,0.314855
135,-155,0.322215
140,-155,0.265005
145,-155,0.262450
150,-155,0.229875
155,-155,0.239865
160,-155,0.257165
165,-155,0.263990
170,-155,0.284575
10,-150,0.108390
15,-150,0.016125
20,-150,0.022935
25,-150,0.071790
30,-150,0.166155
35,-150,0.254015
40,-150,0.282530
45,-150,0.284145
50,-150,0.299235
55,-150,0.305705
60,-150,0.223865
65,-150,0.370745
70,-150,0.413695
75,-150,0.393980
80,-150,0.389870
85,-150,0.382410
90,-150,0.347365
95,-150,0.309050
100,-150,0.274720
105,-150,0.258500
110,-150,0.263830
115,-150,0.268215
120,-150,0.279085
125,-150,0.287050
130,-150,0.305760
135,-150,0.313915
140,-150,0.263820
145,-150,0.258215
150,-150,0.236630
155,-150,0.244460
160,-150,0.265390
165,-150,0.280205
170,-150,0.304710
10,-145,0.081950
15,-145,0.020215
20,-145,0.042145
25,-145,0.094280
30,-145,0.255575
35,-145,0.275500
40,-145,0.295695
45,-145,0.288820
50,-145,0.290855
55,-145,0.243905
60,-145,0.267390
65,-145,0.360790
70,-145,0.403855
75,-145,0.373755
80,-145,0.355920
85,-145,0.338670
90,-145,0.309655
95,-145,0.285530
100,-145,0.268930
105,-145,0.261080
110,-145,0.257810
115,-145,0.265255
120,-145,0.261790
125,-145,0.276190
130,-145,0.291705
135,-145,0.286915
140,-145,0.269535
145,-145,0.260955
150,-145,0.247665
155,-145,0.253690
160,-145,0.275650
165,-145,0.287090
170,-145,0.303940
10,-140,0.032310
15,-140,0.050640
20,-140,0.074635
25,-140,0.191980
30,-140,0.295255
35,-140,0.291300
40,-140,0.294140
45,-140,0.283935
50,-140,0.274800
55,-140,0.271035
60,-140,0.236540
65,-140,0.271135
70,-140,0.295850
75,-140,0.307090
80,-140,0.297455
85,-140,0.280050
90,-140,0.269485
95,-140,0.252770
100,-140,0.247020
105,-140,0.230940
110,-140,0.234875
115,-140,0.242015
120,-140,0.248815
125,-140,0.258125
130,-140,0.274455
135,-140,0.259000
140,-140,0.278890
145,-140,0.262255
150,-140,0.266640
155,-140,0.274080
160,-140,0.279265
165,-140,0.309405
170,-140,0.349725
10,-135,0.060160
15,-135,0.062920
20,-135,0.117710
25,-135,0.293160
30,-135,0.306820
35,-135,0.322380
40,-135,0.309550
45,-135,0.282340
50,-135,0.268095
55,-135,0.262225
60,-135,0.250005
65,-135,0.245675
70,-135,0.223685
75,-135,0.214935
80,-135,0.210565
85,-135,0.194640
90,-135,0.183750
95,-135,0.181855
100,-135,0.181490
105,-135,0.192550
110,-135,0.207965
115,-135,0.213295
120,-135,0.227340
125,-135,0.244025
130,-135,0.225970
135,-135,0.279795
140,-135,0.279400
145,-135,0.282125
150,-135,0.274820
155,-135,0.283485
160,-135,0.298670
165,-135,0.307120
170,-135,0.376735
10,-130,0.071910
15,-130,0.099100
20,-130,0.161140
25,-130,0.316105
30,-130,0.331880
35,-130,0.353005
40,-130,0.315715
45,-130,0.301640
50,-130,0.268905
55,-130,0.238840
60,-130,0.214915
65,-130,0.195615
70,-130,0.166625
75,-130,0.132950
80,-130,0.144650
85,-130,0.076300
90,-130,0.067375
95,-130,0.066800
100,-130,0.162555
105,-130,0.187185
110,-130,0.198800
115,-130,0.199440
120,-130,0.192640
125,-130,0.249845
130,-130,0.250425
135,-130,0.247940
140,-130,0.220425
145,-130,0.267660
150,-130,0.278750
155,-130,0.297060
160,-130,0.294040
165,-130,0.316760
170,-130,0.366290
10,-125,0.045075
15,-125,0.133590
20,-125,0.257385
25,-125,0.316730
30,-125,0.370275
35,-125,0.377660
40,-125,0.297040
45,-125,0.285570
50,-125,0.245835
55,-125,0.229225
60,-125,0.217735
65,-125,0.208850
70,-125,0.156625
75,-125,0.109295
80,-125,0.087540
85,-125,0.017600
90,-125,0.005190
95,-125,0.112495
100,-125,0.116275
105,-125,0.152965
110,-125,0.162970
115,-125,0.195570
120,-125,0.212070
125,-125,0.214635
130,-125,0.200015
135,-125,0.172160
140,-125,0.215035
145,-125,0.256835
150,-125,0.280935
155,-125,0.284360
160,-125,0.284090
165,-125,0.327260
170,-125,0.347180
10,-120,0.068560
15,-120,0.167275
20,-120,0.259200
25,-120,0.305605
30,-120,0.392905
35,-120,0.347865
40,-120,0.288015
45,-120,0.267875
50,-120,0.247925
55,-120,0.207995
60,-120,0.161975
65,-120,0.086410
70,-120,0.097355
75,-120,0.046055
80,-120,0.003690
85,-120,0.067420
90,-120,0.129380
95,-120,0.126375
100,-120,0.110360
105,-120,0.099805
110,-120,0.084345
115,-120,0.113685
